,Unnamed: 0,movieId,title,genres,avg_rating,number_of_viewers,imdbId,tmdbId,adult,backdrop_path,belongs_to_collection,budget,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count
41,41,45,To Die For,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",3.3125,32.0,114681,577.0,False,/2g58NnfO9ecZc0VcP0i0EVyKV7m.jpg,,20000000,,577,tt0114681,['US'],en,To Die For,"Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.",2.1512,/whz4bwvqE1OmQHIyqHdZD8jU9CO.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 364, 'logo_path': None, 'name': 'The Rank Organisation', 'origin_country': 'GB'}, {'id': 326, 'logo_path': None, 'name': 'Laura Ziskin Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-22,21300000,106,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,All she wanted was a little attention.,False,6.588,859
42,42,46,How to Make an American Quilt,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.066666666666667,15.0,113347,11861.0,False,/nOPCU3zmLTp1A6KpPtHTuAyzkf5.jpg,,10000000,,11861,tt0113347,['US'],en,How to Make an American Quilt,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",1.6161,/pI9UAemlWgdrnjRgYJsbTk8BSJc.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-06,41200020,116,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,There's beauty in the patterns of life.,False,6.39,191
43,43,47,Se7en,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",3.9753694581280783,203.0,114369,807.0,False,/iwgl8zlrrfvfWp9k9Paj8lvFEvS.jpg,,33000000,https://www.warnerbros.com/movies/seven,807,tt0114369,['US'],en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",19.9889,/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 4286, 'logo_path': None, 'name': 'Juno Pix', 'origin_country': 'US'}, {'id': 16775, 'logo_path': None, 'name': 'Arnold Kopelson Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-22,327311859,127,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Gluttony. Greed. Sloth. Envy. Wrath. Pride. Lust.,False,8.379,22634
44,44,48,Pocahontas,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",3.1470588235294117,68.0,114148,10530.0,False,/9YAVIwBcBrLXeukg2dgMGfYB1uu.jpg,"{'id': 136214, 'name': 'Pocahontas Collection', 'poster_path': '/fcFFdNwgkLXCdIxe0H7RFasmogh.jpg', 'backdrop_path': '/or6DYoMtttpgs0g7cTBE5DgeUUf.jpg'}",55000000,https://movies.disney.com/pocahontas,10530,tt0114148,['US'],en,Pocahontas,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",5.3217,/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,"[{'id': 171656, 'logo_path': '/4UBohOtIr9DtxylH48Qsg6aDow6.png', 'name': 'Walt Disney Feature Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-06-16,346079773,81,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,An American legend comes to life.,False,6.91,5989
45,45,49,When Night Is Falling,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.0,1.0,114916,8391.0,False,/5CCPKLWg0YWajQEXWYeY2w5c8qS.jpg,,0,,8391,tt0114916,['CA'],en,When Night Is Falling,"Camille is a professor at a Protestant college and is in a long-term relationship with Martin, a respected minister and fellow professor. When Camille meets Petra, a bold and flamboyant performer in a circus troupe, she is inexplicably drawn. Pursuing Petra, Camille throws her whole conservative life into disarray.",0.8745,/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg,"[{'id': 2514, 'logo_path': '/zEyrFF8Nn325PXG0Q9j7my0JqIJ.png', 'name': 'Alliance Films', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1995-02-01,0,96,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,A visual treat on lust.,False,6.261,88
46,46,50,The Usual Suspects,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",4.237745098039215,204.0,114814,629.0,False,/hy0Hx9fMPk2fmw26Li60z1S2giU.jpg,,6000000,http://www.mgm.com/#/our-titles/2083/The-Usual-Suspects,629,tt0114814,['US'],en,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",10.2966,/99X2SgyFunJFXGAYnDv3sb9pnUD.jpg,"[{'id': 9168, 'logo_path': '/xWE982LvaAmBQffyRGkaGg7qNK5.png', 'name': 'Bad Hat Harry Productions', 'origin_country': 'US'}, {'id': 361, 'logo_path': None, 'name': 'Blue Parrot Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-07-19,23300000,106,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Hungarian', 'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,Five criminals. One line up. No coincidence.,False,8.17,11162
47,47,52,Mighty Aphrodite,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3.4642857142857144,28.0,113819,11448.0,False,/hSY4PYJSFW5JWeQqOs2LAzG0W8a.jpg,,15000000,,11448,tt0113819,['US'],en,Mighty Aphrodite,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",1.2566,/ice135yQZp4iX2SgCmd90nKgS5j.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 16280, 'logo_path': '/nuZoi9osmFiDYcbFiK94o6DKZEj.png', 'name': 'Jean Doumanian Productions', 'origin_country': 'US'}, {'id': 21716, 'logo_path': None, 'name': 'Sweetland Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-13,26000000,95,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Of all human weaknesses, obsession is the most dangerous, and the silliest!",False,6.715,729
48,48,53,Lamerica,"[{'id': 18, 'name': 'Drama'}]",5.0,2.0,110299,49133.0,False,/1udmBSCUyP6FDrnUNQ9CjSlp0iz.jpg,,0,,49133,tt0110299,['IT'],it,Lamerica,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",3.9697,/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,"[{'id': 83998, 'logo_path': None, 'name': 'Alia Film', 'origin_country': 'IT'}, {'id': 371, 'logo_path': '/caz3eGyRd4OW7oR31Aij5ZwjOXD.png', 'name': 'Cecchi Gori Group Tiger Cinematografica', 'origin_country': 'IT'}, {'id': 38736, 'logo_path': '/b8h8aPKaKlMyuONGnGaxgMvA1yY.png', 'name': 'Arena Films', 'origin_country': 'FR'}, {'id': 1583, 'logo_path': '/gKP4egMJOi5rksdnplfPV1wa0sd.png', 'name': 'RAI', 'origin_country': 'IT'}, {'id': 8138, 'logo_path': '/4P6c8TiJZhL2z7b0LbPOUTZwP4z.png', 'name': 'Vega Film', 'origin_country': 'CH'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1994-09-09,0,112,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Albanian', 'iso_639_1': 'sq', 'name': 'shqip'}]",Released,,False,7.1,62
49,49,54,The Big Green,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",2.3333333333333335,3.0,112499,26441.0,False,/bSE6JsSOvY350NhaT2nhUhl5hUE.jpg,,0,,26441,tt0112499,['US'],en,The Big Green,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",0.8437,/nVHqIuBTcTLmAIrML7T704UwfNI.jpg,"[{'id': 175, 'logo_path': '/Aruhqf13whJ0bNSgtv1gt3xclT6.png', 'name': 'Caravan Pictures', 'origin_country': 'US'}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-29,0,100,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The biggest kick of the year!,False,5.576,196
50,50,55,Georgia,"[{'id': 18, 'name': 'Drama'}]",4.0,1.0,113158,97406.0,False,/mHi1zNvKnfLqV85RDDGmuQoPMP8.jpg,,0,,97406,tt0113158,['US'],en,Georgia,"Sadie looks up to her older sister Georgia, a successful folk singer. Unfortunately it is this very obsession — coupled with her self-destructive tendencies and rampant drug abuse — that keeps her spiraling down the drain.",0.6917,/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,"[{'id': 105, 'logo_path': '/pyiNvPJYGz4W2SImgULoG2sn4y4.png', 'name': 'CiBy 2000', 'origin_country': 'FR'}, {'id': 252707, 'logo_path': None, 'name': 'Georgia Film Corporation', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1995-05-19,1110974,115,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The toughest act to follow was their dreams.,False,5.7,46
51,51,57,Home for the Holidays,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.0625,8.0,113321,9089.0,False,/lCugQmmEoUc5Z3U7IlBXNYjrtJi.jpg,,20000000,,9089,tt0113321,['US'],en,Home for the Holidays,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her unhinged family.",1.2993,/3zqlKdOttWyExzopVxglz50Vjxq.jpg,"[{'id': 802, 'logo_path': None, 'name': 'Egg Pictures', 'origin_country': 'US'}, {'id': 1382, 'logo_path': '/8b5XGJ8YhZoEo9LgFP8KRQWHjYL.png', 'name': 'PolyGram Filmed Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-11-02,22119269,103,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"On the fourth Thursday in November, 84 million American families will gather together... And wonder why.",False,6.242,190
52,52,58,The Postman,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.027027027027027,37.0,110877,11010.0,False,/32pvxFiXNo2TdNpBiuHN8k2Mr4K.jpg,,3000000,,11010,tt0110877,['IT'],it,Il postino,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,2.1404,/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,"[{'id': 119744, 'logo_path': None, 'name': 'Esterno Mediterraneo Film', 'origin_country': 'IT'}, {'id': 371, 'logo_path': '/caz3eGyRd4OW7oR31Aij5ZwjOXD.png', 'name': 'Cecchi Gori Group Tiger Cinematografica', 'origin_country': 'IT'}, {'id': 119746, 'logo_path': None, 'name': 'K2 Two', 'origin_country': 'BE'}, {'id': 8209, 'logo_path': None, 'name': 'Blue Dahlia Productions', 'origin_country': 'FR'}, {'id': 6651, 'logo_path': None, 'name': 'Penta Film', 'origin_country': 'IT'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1994-09-22,33000000,114,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Dreams do come true.,False,7.918,1197
53,53,60,The Indian in the Cupboard,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",3.235294117647059,34.0,113419,11359.0,False,/fKzQzmqsUDVbrH4dux9FcXtXLbQ.jpg,,45000000,,11359,tt0113419,['US'],en,The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,1.9013,/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,"[{'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 862, 'logo_path': '/vdK6ZhC2CSW36j0VPEavRxOpbEg.png', 'name': 'The Kennedy/Marshall Company', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-07-14,35700000,96,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Adventure comes to life.,False,6.5,662
54,54,61,Eye for an Eye,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",3.75,6.0,116260,17182.0,False,/lOiIE1MS7q756PYHYiAw6glruxZ.jpg,,20000000,,17182,tt0116260,['US'],en,Eye for an Eye,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",2.5678,/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,"[{'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-12,26877589,101,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,What do you do when justice fails?,False,6.211,450
55,55,62,Mr. Holland's Opus,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",3.70625,80.0,113862,2054.0,False,/oUptKQLatCgywVDx0ETVhq7knHt.jpg,,31000000,,2054,tt0113862,['US'],en,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",1.4037,/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,"[{'id': 915, 'logo_path': '/4neXXpjSJDZPBGBnfWtqysB5htV.png', 'name': 'Hollywood Pictures', 'origin_country': 'US'}, {'id': 10201, 'logo_path': '/cgmwywVZ9NvAidd6Pn7p0CBYQkW.png', 'name': 'Interscope Communications', 'origin_country': 'US'}, {'id': 1382, 'logo_path': '/8b5XGJ8YhZoEo9LgFP8KRQWHjYL.png', 'name': 'PolyGram Filmed Entertainment', 'origin_country': 'US'}, {'id': 916, 'logo_path': None, 'name': 'The Charlie Mopic Company', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-29,106300000,143,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Of all the lives he changed, the one that changed the most was his own.",False,6.954,441
56,56,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",2.7142857142857144,7.0,116126,10607.0,False,/dfkE2LppPbJ1qUzi3tdND5iuMFp.jpg,,3800000,,10607,tt0116126,['US'],en,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",6.3372,/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,"[{'id': 5441, 'logo_path': None, 'name': 'Ivory Way Productions', 'origin_country': ''}, {'id': 3492, 'logo_path': '/r8hXWahj8kPvEJO9nmN09ScILgk.png', 'name': 'Island Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-12,20100000,89,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,"Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.",False,7.018,1448
57,57,64,Two If by Sea,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2.2,5.0,118002,19760.0,False,/9YTwzhG4HcZICyWcwSGO3O9JBgw.jpg,,0,,19760,tt0118002,['US'],en,Two If by Sea,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",0.5502,/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg,"[{'id': 10210, 'logo_path': '/fmFmUxBijh8764GNSSIiwXYD83K.png', 'name': 'Morgan Creek Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-12,10658278,96,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"A new comedy about love, laughter, and larceny",False,4.9,97
58,58,65,Bio-Dome,"[{'id': 35, 'name': 'Comedy'}]",2.532258064516129,31.0,115683,9536.0,False,/4pXKbwEFGxvBMFq4QjOjljtVzdq.jpg,,8500000,,9536,tt0115683,['US'],en,Bio-Dome,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",3.6272,/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,"[{'id': 38003, 'logo_path': None, 'name': 'Weasel Productions', 'origin_country': ''}, {'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 787, 'logo_path': '/cCefBs1t7jxtiz3eCxBp9yxrxGx.png', 'name': '3 Arts Entertainment', 'origin_country': 'US'}, {'id': 2090, 'logo_path': '/jYlUttNqcN5u1pzMQrh5AEhZ27t.png', 'name': 'Motion Picture Corporation of America', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-12,13400000,95,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Bud and Doyle are here to save the world. But who's gonna save the world from Bud and Doyle?,False,4.528,396
59,59,66,Lawnmower Man 2: Beyond Cyberspace,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2.5,9.0,116839,11525.0,False,/rCZfdhDuJJTwdUMpuaRiCm9jS0k.jpg,"{'id': 124935, 'name': 'The Lawnmower Man Collection', 'poster_path': '/ziEdPw6IRoraf6pBQjXS5zx7wGf.jpg', 'backdrop_path': '/id05z92s8Pwc2wbR9YAKngGqOyP.jpg'}",15000000,,11525,tt0116839,['US'],en,Lawnmower Man 2: Beyond Cyberspace,"After being rescued from the ruins of Virtual Space Industries, Jobe is rebuilt and reconnected to virtual reality by corporate mogul Jonathan Walker. Years later, teenage hacker Peter Parkette helps Jobe locate Benjamin Trace, the original creator of virtual reality, only to uncover Jobe’s plan to launch a new world order using Walker’s tech. Now, Peter, Trace, Cori, and a band of runaways must stop Jobe and Walker before they enslave humanity through cyberspace.",0.9843,/aP8eGsCyZVCHgSMxhDa4KiC7H9B.jpg,"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-12,2409225,92,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"God made him simple. Science made him a god. Now, he wants revenge.",False,3.289,168
60,60,68,French Twist,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3.4,5.0,113149,4482.0,False,/eAexMnPNZG0Q9QNHNWWfr9iHLMf.jpg,,0,,4482,tt0113149,['FR'],fr,Gazon maudit,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",0.8585,/xlLnHizshGBwMiNrnop2kg2nYzE.jpg,"[{'id': 1614, 'logo_path': None, 'name': 'Les Films Flam', 'origin_country': ''}, {'id': 82, 'logo_path': None, 'name': 'Renn Productions', 'origin_country': 'FR'}, {'id': 356, 'logo_path': '/9tW5wZEGotn1Ei5pErA88m47XiD.png', 'name': 'TF1 Films Production', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1995-01-18,0,95,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,A scorned wife. An outrageous affair. The perfect revenge.,False,6.1,318
61,61,69,Friday,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",3.775,20.0,113118,10634.0,False,/eDY7eBe5EE2djDGwdTPhfH9ZcdG.jpg,"{'id': 43563, 'name': 'Friday Collection', 'poster_path': '/3B83t6RgcLQtZJliAFAtavZD4sm.jpg', 'backdrop_path': '/pXszT8ZWGj3fohU9FY0niA0IDEw.jpg'}",3500000,http://www.newline.com/properties/friday.html,10634,tt0113118,['US'],en,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",6.6122,/2lReF53F8trkC68piGSfk0JVwWU.jpg,"[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 211826, 'logo_path': None, 'name': 'Ice Cube/Pat Charbonnet Productions', 'origin_country': ''}, {'id': 276613, 'logo_path': None, 'name': 'Priority Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-04-26,28215918,91,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A lot can go down between Thursday and Saturday...,False,7.1,1954
62,62,70,From Dusk Till Dawn,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",3.5090909090909093,55.0,116367,755.0,False,/phiRQhfwZZeMMn3osvQUmGYmJbp.jpg,"{'id': 10924, 'name': 'From Dusk Till Dawn Collection', 'poster_path': '/kEFYiZvW6qW4ZN5oT6BswGTDtQJ.jpg', 'backdrop_path': '/g1KtXRjYRoUQ6v0r6eMe4qbs7ll.jpg'}",19000000,http://www.miramax.com/movie/from-dusk-till-dawn/,755,tt0116367,['US'],en,From Dusk Till Dawn,"After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious vampire clientele.",7.8486,/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,"[{'id': 11705, 'logo_path': None, 'name': 'Los Hooligans Productions', 'origin_country': 'US'}, {'id': 59, 'logo_path': '/b1tj5EWcFQLYaQrw1D9V4s8kUgN.png', 'name': 'A Band Apart', 'origin_country': 'US'}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-19,25800000,108,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,One night is all that stands between them and freedom. But it's going to be one hell of a night.,False,7.036,6364
