,Unnamed: 0,movieId,title,movielens_genres,avg_rating,number_of_viewers,imdbId,tmdbId,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count,success,status_code,status_message,cluster
5399,5399,9010,Love Me If You Dare,Drama|Romance,4.1,5.0,364517,8424.0,False,/bwbTBi7QmHDGuI7A51B16IoCqpN.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,8424.0,tt0364517,"['BE', 'FR']",fr,Jeux d'enfants,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",1.0677,/vvjC5LSMANKvGGDHjIWj1YomPdN.jpg,"[{'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 57752, 'logo_path': '/2k3j1B8TEbZPQgckP6zh75pIb4s.png', 'name': 'Nord-Ouest Films', 'origin_country': 'FR'}, {'id': 11773, 'logo_path': '/8fCjsqh43LbPV6pm3SfR5Jx64GU.png', 'name': 'Artémis Productions', 'origin_country': 'BE'}, {'id': 90627, 'logo_path': None, 'name': 'Media Services', 'origin_country': 'BE'}, {'id': 83, 'logo_path': '/9OQ0rm55xtlgX7KcAKMUePJSrQc.png', 'name': 'France 2 Cinéma', 'origin_country': 'FR'}, {'id': 1115, 'logo_path': '/ntH7T5gsN6wtyrfHGHJDTuneQ7o.png', 'name': 'M6 Films', 'origin_country': 'FR'}, {'id': 19690, 'logo_path': None, 'name': 'Caneo Films', 'origin_country': 'FR'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2003-09-17,8561371.0,93.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,"When is love a game, and when is it not?",False,7.2,1856.0,,,,-1
5451,5451,26084,The Music Man,Children|Comedy|Musical|Romance,3.9,5.0,56262,13671.0,False,/urXv48loBPvUDf8CF1YtYjmRECW.jpg,,4240000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,13671.0,tt0056262,['US'],en,The Music Man,Traveling con artist Harold Hill targets the naïve residents of a small town in 1910s Iowa by posing as a boys' bandleader to raise money before he can skip town.,1.0191,/4yo6qaqVF1IThXMapo4yW9BRWjV.jpg,"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1962-06-19,15000000.0,151.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"The story of that man and his 76 trombones, and the wonderful, wonderful tune he played on every heart in town!",False,7.126,190.0,,,,-1
5457,5457,26131,The Battle of Algiers,Drama|War,4.3,5.0,58946,17295.0,False,/A5sZ1OxIH5StZgqBE9MslgsWjK6.jpg,,800000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",https://carlottafilms.com/films/bataille-dalger-la/,17295.0,tt0058946,['IT'],it,La battaglia di Algeri,"Paratrooper commander Colonel Mathieu, a former French Resistance fighter during World War II, is sent to Algeria to reinforce efforts to squelch the uprisings of the Algerian War. There he faces Ali la Pointe, a former petty criminal who, as the leader of the Algerian Front de Liberation Nationale, directs terror strategies against the colonial French government occupation. As each side resorts to ever-increasing brutality, no violent act is too unthinkable.",1.5207,/2p3AFtOHFvP6OeVMqlnL1zLKOqL.jpg,"[{'id': 3280, 'logo_path': None, 'name': 'Igor Film', 'origin_country': 'IT'}, {'id': 10207, 'logo_path': '/wWGJsB8qAy9gqD1zCZL5J2pcYvu.png', 'name': 'Casbah Film', 'origin_country': 'DZ'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'DZ', 'name': 'Algeria'}]",1966-09-08,964028.0,122.0,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,The Revolt that Stirred the World!,False,7.9,865.0,,,,-1
5458,5458,26133,A Charlie Brown Christmas,Animation|Children|Comedy,4.0,6.0,59026,13187.0,False,/ucWnzjWWWd6CmRal8J3tWz6m1A7.jpg,,96000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",https://tv.apple.com/movie/a-charlie-brown-christmas/umc.cmc.mbxalimrwrtq72wj4h601pyf,13187.0,tt0059026,['US'],en,A Charlie Brown Christmas,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but it is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",1.6445,/vtaufTzJBMJAeziQA1eP4BLU24C.jpg,"[{'id': 52263, 'logo_path': None, 'name': 'United Feature Syndicate', 'origin_country': 'US'}, {'id': 16340, 'logo_path': None, 'name': 'Lee Mendelson Film Productions', 'origin_country': 'US'}, {'id': 16341, 'logo_path': None, 'name': 'Bill Melendez Productions', 'origin_country': 'US'}, {'id': 4898, 'logo_path': '/nm8d7P7MJNiBLdgIzUK0gkuEA4r.png', 'name': 'CBS', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1965-12-09,0.0,25.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"That's what Christmas is all about, Charlie Brown!",False,7.7,760.0,,,,1659
5463,5463,26152,Batman,Action|Adventure|Comedy,3.0,5.0,60153,2661.0,False,/s2JJkEcVz1Q4uLnNhWZwCcBjqMr.jpg,,1377800.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,2661.0,tt0060153,['US'],en,Batman,The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,4.8553,/zzoPxWHnPa0eyfkMLgwbNvdEcVF.jpg,"[{'id': 1188, 'logo_path': None, 'name': 'William Dozier Productions', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 1189, 'logo_path': None, 'name': 'Greenlawn Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-07-30,3900000.0,105.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,He's here big as life in a real Bat-Epic.,False,6.401,1034.0,,,,-1
5478,5478,26242,Duel,Action|Mystery|Thriller,3.2,5.0,67023,839.0,False,/AoGLKkPvBcZP27jwSA85fY8emvJ.jpg,,450000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]",,839.0,tt0067023,['US'],en,Duel,"Traveling businessman David Mann angers the driver of a rusty tanker while crossing the California desert. A simple trip turns deadly, as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.",3.8851,/trhk6fA4Ss2cyiCYvwegLW9OmEM.jpg,"[{'id': 26727, 'logo_path': '/jeTxdjXhzgKZyLr3l9MllkTn3fy.png', 'name': 'Universal Television', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1971-11-13,2544.0,89.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The most bizarre murder weapon ever used!,False,7.419,2015.0,,,,-1
5480,5480,26258,El Topo,Fantasy|Western,3.9,5.0,67866,13041.0,False,/xkfXO0Zswvvlbs0FlxH3TA4qji3.jpg,,400000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",,13041.0,tt0067866,['MX'],es,El Topo,"El Topo decides to confront warrior Masters on a trans-formative desert journey he begins with his 6 year old son, who must bury his childhood totems to become a man.",1.5023,/4ea7sUzZaQNRuIm4M6EqWLQWfnX.jpg,"[{'id': 11656, 'logo_path': None, 'name': 'Producciones Panicas', 'origin_country': 'MX'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",1970-12-18,0.0,125.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,The definitive cult spaghetti western,False,7.065,650.0,,,,-1
5546,5546,26662,Kiki's Delivery Service,Adventure|Animation|Children|Drama|Fantasy,4.058823529,17.0,97814,16859.0,False,/h5pAEVma835u8xoE60kmLVopLct.jpg,,6900000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",https://gkids.com/films/kikis-delivery-service,16859.0,tt0097814,['JP'],ja,魔女の宅急便,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",6.0595,/Aufa4YdZIv4AXpR9rznwVA5SEfd.jpg,"[{'id': 10342, 'logo_path': '/uFuxPEZRUcBTEiYIxjHJq62Vr77.png', 'name': 'Studio Ghibli', 'origin_country': 'JP'}, {'id': 12516, 'logo_path': None, 'name': 'Nibariki', 'origin_country': 'JP'}, {'id': 1779, 'logo_path': '/41nGzTdCnORYZIZzaGZtfsBwQCl.png', 'name': 'Tokuma Shoten', 'origin_country': 'JP'}, {'id': 6755, 'logo_path': '/bWiM2iY82B32NGmPCOFatgfekIR.png', 'name': 'Nippon Television Network Corporation', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1989-07-29,4493017.0,103.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,"I was feeling blue, but I'm better now.",False,7.83,4459.0,,,,-1
5548,5548,26680,Cry-Baby,Comedy|Musical|Romance,3.8,5.0,99329,9768.0,False,/2PQTdo555CTsSfgPWCHv7sxmDxR.jpg,,11000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,9768.0,tt0099329,['US'],en,Cry-Baby,A prim and proper schoolgirl goes against her society grandmother's wishes when she dates a motorcycle-riding juvenile delinquent.,2.5878,/d2QusoWfW4azJtHtJkyLMGSv33n.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 23, 'logo_path': '/bJOFo2ufq7iFC1F4qZm8aLxF5aS.png', 'name': 'Imagine Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-04-06,8266343.0,85.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Good girls want him bad. Bad girls want him worse.,False,6.53,1557.0,,,,-1
5562,5562,26729,Hearts of Darkness: A Filmmaker's Apocalypse,Documentary,3.8,5.0,102015,4539.0,False,/zmdxPaKFMu1dpBw78jsCMbpOxJo.jpg,,0.0,"[{'id': 99, 'name': 'Documentary'}]",http://www.apocalypsenow.com,4539.0,tt0102015,['US'],en,Hearts of Darkness: A Filmmaker's Apocalypse,"A chronicle of the production problems — including bad weather, actors' health, war near the filming locations, and more — which plagued the filming of Apocalypse Now, increasing costs and nearly destroying the life and career of Francis Ford Coppola.",1.0133,/nVMCtL3r2nj4fySihDDvamaVkfx.jpg,"[{'id': 70, 'logo_path': '/ueaENQkPcy8rlr5fGZVBXKOhlBh.png', 'name': 'American Zoetrope', 'origin_country': 'US'}, {'id': 73481, 'logo_path': None, 'name': 'Zaloom Mayfield Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-11-27,1394661.0,96.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The magic and madness of making Apocalypse Now,False,7.9,401.0,,,,-1
5572,5572,26776,Porco Rosso,Adventure|Animation|Comedy|Fantasy|Romance,3.892857143,14.0,104652,11621.0,False,/hnpNzxZRC9UHbk73c16XC1qEdEc.jpg,,9200000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",,11621.0,tt0104652,['JP'],ja,紅の豚,"In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.",4.3776,/8mIvSvnVBApfORL9N6S38Q7wD6A.jpg,"[{'id': 10342, 'logo_path': '/uFuxPEZRUcBTEiYIxjHJq62Vr77.png', 'name': 'Studio Ghibli', 'origin_country': 'JP'}, {'id': 882, 'logo_path': '/fRSWWjquvzcHjACbtF53utZFIll.png', 'name': 'TOHO', 'origin_country': 'JP'}, {'id': 1779, 'logo_path': '/41nGzTdCnORYZIZzaGZtfsBwQCl.png', 'name': 'Tokuma Shoten', 'origin_country': 'JP'}, {'id': 12516, 'logo_path': None, 'name': 'Nibariki', 'origin_country': 'JP'}, {'id': 11847, 'logo_path': '/rZP0I1p3hZNUMNFPHUSal6rWThQ.png', 'name': 'Mitsubishi', 'origin_country': 'JP'}, {'id': 6755, 'logo_path': '/bWiM2iY82B32NGmPCOFatgfekIR.png', 'name': 'Nippon Television Network Corporation', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1992-07-18,44600000.0,93.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,Can a pig really fly?,False,7.794,3625.0,,,,-1
5596,5596,26903,Whisper of the Heart,Animation|Drama|Romance,3.8,5.0,113824,37797.0,False,/rphor0XQcYO4CQoQ6auaQm3UPap.jpg,,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,37797.0,tt0113824,['JP'],ja,耳をすませば,"Shizuku lives a simple life, dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: 'Seiji Amasawa'.",3.7314,/5FROLD8zpWFs9ja7aYho1uOMJHg.jpg,"[{'id': 10342, 'logo_path': '/uFuxPEZRUcBTEiYIxjHJq62Vr77.png', 'name': 'Studio Ghibli', 'origin_country': 'JP'}, {'id': 6755, 'logo_path': '/bWiM2iY82B32NGmPCOFatgfekIR.png', 'name': 'Nippon Television Network Corporation', 'origin_country': 'JP'}, {'id': 1779, 'logo_path': '/41nGzTdCnORYZIZzaGZtfsBwQCl.png', 'name': 'Tokuma Shoten', 'origin_country': 'JP'}, {'id': 13411, 'logo_path': '/5pzxTy7lWRCiruCNzwqtIYB3N43.png', 'name': 'Hakuhodo', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1995-07-15,0.0,111.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,I found someone I like.,False,7.949,2220.0,,,,-1
5610,5610,27020,Gia,Drama|Romance,3.4,5.0,123865,14533.0,False,/4ppGUPBhWrMdYlIiJFmkplRQ9KJ.jpg,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,14533.0,tt0123865,['US'],en,Gia,Gia Carangi meteorically rises to modeling fame in the late 1970s but becomes overconsumed by persistent loneliness and drug addiction.,3.6332,/8KxvKGl8lQembejIadDP03qjEYT.jpg,"[{'id': 7429, 'logo_path': '/6in9uMqxXEHx5XgYgkeRBpZ4rPw.png', 'name': 'HBO Films', 'origin_country': 'US'}, {'id': 976, 'logo_path': None, 'name': 'Marvin Worth Productions', 'origin_country': 'US'}, {'id': 3559, 'logo_path': None, 'name': 'Citadel Entertainment', 'origin_country': 'US'}, {'id': 62459, 'logo_path': None, 'name': 'Kahn Power Pictures', 'origin_country': 'US'}, {'id': 103681, 'logo_path': None, 'name': 'Gia Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-01-31,0.0,120.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Too beautiful to die. Too wild to live.,False,7.112,802.0,,,,-1
5621,5621,27156,Neon Genesis Evangelion: The End of Evangelion,Action|Animation|Drama|Fantasy|Sci-Fi,4.3,5.0,169858,18491.0,False,/xLMJCCSatxENpHO9rLW9yD8A12C.jpg,"{'id': 96850, 'name': 'Neon Genesis Evangelion Collection', 'poster_path': '/1FHZmNWcyz5zzGH2PQf1w0S4JZ1.jpg', 'backdrop_path': '/15H2qrFqK3EmomWXOiJwothqc5V.jpg'}",0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",https://gkids.com/films/end-of-evangelion,18491.0,tt0169858,['JP'],ja,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.",6.3838,/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg,"[{'id': 3041, 'logo_path': '/j9VqEdiNqIkMJKku1UTGMAvmuRr.png', 'name': 'GAINAX', 'origin_country': 'JP'}, {'id': 3466, 'logo_path': '/lmCg0zarmM52wrmsZRUY0QlPKLh.png', 'name': 'movic', 'origin_country': 'JP'}, {'id': 21504, 'logo_path': None, 'name': 'Star Child Recording', 'origin_country': ''}, {'id': 3034, 'logo_path': '/jnuO8pZNEBLEq5YaOP1f5OkmG91.png', 'name': 'TV Tokyo', 'origin_country': 'JP'}, {'id': 529, 'logo_path': '/rwB6w2aPENQbx756pBWSw44Ouk.png', 'name': 'Production I.G', 'origin_country': 'JP'}, {'id': 1194, 'logo_path': '/dwkHaFLgtA7CUNbgKK0wB6bospu.png', 'name': 'KADOKAWA Shoten', 'origin_country': 'JP'}, {'id': 5822, 'logo_path': '/qyTbRgCyU9NLKvKaiQVbadtr7RY.png', 'name': 'Toei Company', 'origin_country': 'JP'}, {'id': 113750, 'logo_path': '/A3QVZ9Ah0yI2d2GiXUFpdlbTgyr.png', 'name': 'SEGA', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1997-07-19,20563523.0,87.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,The fate of destruction is also the joy of rebirth.,False,8.3,1792.0,,,,-1
5629,5629,27266,2046,Drama|Fantasy|Romance|Sci-Fi,4.071428571,7.0,212712,844.0,False,/h3JAMIeywbzobkhu2rt3mQAwRR1.jpg,"{'id': 1454788, 'name': 'In the Mood for Love Collection', 'poster_path': '/fEjJEh9G6AuyrJtfNlQuWKVSMrG.jpg', 'backdrop_path': None}",12000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",http://www.sonyclassics.com/2046/main.html,844.0,tt0212712,['HK'],zh,2046,Women enter and exit a science fiction author's life over the course of a few years after the author loses the woman he considers his one true love.,2.5752,/jIN65qw0Giplo4CshzMrxz204Wn.jpg,"[{'id': 3407, 'logo_path': '/iVMjKOFyRvm9PW45lW1wW6TSvnj.png', 'name': 'Shanghai Film Group', 'origin_country': 'CN'}, {'id': 354, 'logo_path': None, 'name': 'Orly Films', 'origin_country': 'FR'}, {'id': 255, 'logo_path': '/b1zTOpnNn5g0nHjhpn3Dx17QaoP.png', 'name': 'Paradis Films', 'origin_country': 'FR'}, {'id': 33155, 'logo_path': None, 'name': 'Classic Productions', 'origin_country': 'IT'}, {'id': 149264, 'logo_path': None, 'name': 'Precious Yield', 'origin_country': 'HK'}, {'id': 540, 'logo_path': '/gqx0uCS4P0hEgaDl61TfKODIwMe.png', 'name': 'Jet Tone Production', 'origin_country': 'HK'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",2004-10-20,20205757.0,128.0,"[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Are you still in the mood for love?,False,7.243,1042.0,,,,-1
5632,5632,27317,Audition,Drama|Horror|Mystery|Romance|Thriller,3.75,6.0,235198,11075.0,False,/xmtmZc5aylqDMRKYlU8pmsgG0HF.jpg,,250000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",,11075.0,tt0235198,['JP'],ja,オーディション,"Seven years after the death of his wife, widower Shigeharu seeks advice on how to find a new wife from a colleague. Taking advantage of their position as a film company, they stage an audition. Interviewing a series of women, Shigeharu is enchanted by the quiet Asami. But soon things take a twisted turn as Asami isn’t what she seems to be.",3.744,/zwGaUMm0wAqi0wkO7LJDlwoA5LP.jpg,"[{'id': 17337, 'logo_path': None, 'name': 'Basara Pictures', 'origin_country': 'JP'}, {'id': 17338, 'logo_path': None, 'name': 'Creators Company Connection', 'origin_country': ''}, {'id': 1195, 'logo_path': None, 'name': 'Omega Project', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2000-03-03,359853.0,115.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,She always gets a part.,False,7.1,1718.0,,,,-1
5661,5661,27592,Sympathy for Mr. Vengeance,Crime|Drama,3.8,5.0,310775,4689.0,False,/b6elu2cz2Be9PqgX0MzggMCH4fk.jpg,,4000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,4689.0,tt0310775,['KR'],ko,복수는 나의 것,"A deaf man and his girlfriend resort to desperate measures in order to fund a kidney transplant for his sister. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.",3.0309,/uj42ubGbgVL65T10SvPVr0p9mJc.jpg,"[{'id': 7036, 'logo_path': '/javbyY0ZCvlFJtly3tpZqf2NwLX.png', 'name': 'CJ Entertainment', 'origin_country': 'KR'}, {'id': 11340, 'logo_path': None, 'name': 'Studio Box', 'origin_country': ''}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2002-03-29,1954937.0,129.0,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,Revenge was never this sweet.,False,7.459,1629.0,,,,-1
5669,5669,27660,The Animatrix,Action|Animation|Drama|Sci-Fi,3.7,20.0,328832,55931.0,False,/7a4WHNllmX5ZGR0MfYJDPhV69eM.jpg,,5000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.warnerbros.com/movies/animatrix/,55931.0,tt0328832,['US'],en,The Animatrix,"Straight from the creators of the groundbreaking Matrix trilogy, this collection of short animated films from the world's leading anime directors fuses computer graphics and Japanese anime to provide the background of the Matrix universe and the conflict between man and machines. The shorts include Final Flight of the Osiris, The Second Renaissance, Kid's Story, Program, World Record, Beyond, A Detective Story and Matriculated.",3.5378,/eDjIG2hAeMU5cxLrd6oiQqdqoZt.jpg,"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 79, 'logo_path': '/at4uYdwAAgNRKhZuuFX8ShKSybw.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 1885, 'logo_path': '/xlvoOZr4s1PygosrwZyolIFe5xs.png', 'name': 'Silver Pictures', 'origin_country': 'US'}, {'id': 4164, 'logo_path': None, 'name': 'Square USA', 'origin_country': ''}, {'id': 10868, 'logo_path': '/9779IFPDaVxYmmWOHHfRyH17qnx.png', 'name': 'STUDIO4℃', 'origin_country': 'JP'}, {'id': 3464, 'logo_path': '/9k0nr75nwnNeT2MHerf1OXJN0hj.png', 'name': 'Madhouse', 'origin_country': 'JP'}, {'id': 245388, 'logo_path': None, 'name': 'D N A', 'origin_country': 'KR'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'KR', 'name': 'South Korea'}]",2003-05-09,68000000.0,102.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,Free your mind.,False,7.206,1722.0,,,,-1
5680,5680,27706,Lemony Snicket's A Series of Unfortunate Events,Adventure|Children|Comedy|Fantasy,3.16,25.0,339291,11774.0,False,/i0M3a8Z2hfj5Oj4msArajhLjGvV.jpg,,140000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,11774.0,tt0339291,['US'],en,Lemony Snicket's A Series of Unfortunate Events,"Three wealthy children's parents are killed in a fire. When they are sent to a distant relative, they find out that he is plotting to kill them and seize their fortune.",4.5022,/76Xi8z7Whv5WFIdfzzvC5tKSicd.jpg,"[{'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 2348, 'logo_path': '/oydqrfwRAm6qqdYbxuMmmPsVi87.png', 'name': 'Nickelodeon Movies', 'origin_country': 'US'}, {'id': 384, 'logo_path': None, 'name': 'Parkes+MacDonald Production', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-12-16,209073645.0,108.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Mishaps. Misadventures. Mayhem. Oh joy.,False,6.8,5211.0,,,,-1
